nombre,artista,posicion,fecha_subida,fecha_lanzamiento,reproducciones,titulo,canal,fecha_publicacion,vistas
,,10,2024-07-10,,,Christian Nodal - No Me 100to Bien (Video Oficial),ChristianNodalVEVO,2024-07-05,1088438.0
,,11,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,12,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,13,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,14,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775531.0
,,15,2024-07-10,,,"LA PATRULLA (Lyric Video) - Peso Pluma, Neton Vega",Peso Pluma,2024-06-21,7123893.0
,,16,2024-07-10,,,Peloteras - (Video Oficial) - El Makabelico y Yahir Saldivar ft. El Flako,DEL Records,2024-06-28,2021601.0
,,17,2024-07-10,,,지민 (Jimin) 'Smeraldo Garden Marching Band (feat. Loco)' Official Track Video,HYBE LABELS,2024-06-28,14808143.0
,,18,2024-07-10,,,Amapola,Nata CM - Topic,2024-07-02,432288.0
,,19,2024-07-10,,,"SANTAL 33 (Lyric Video) - Peso Pluma, Oscar Maydon",Peso Pluma,2024-06-21,5635316.0
,,20,2024-07-10,,,Grupo Firme - El Beneficio De La Duda (Video Lyrics),MUSIC VIP,2024-06-22,4070060.0
,,21,2024-07-10,,,TWICE「DIVE」Music Video,TWICE JAPAN OFFICIAL YouTube Channel,2024-07-09,2069447.0
,,22,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,23,2024-07-10,,,Romeo Santos - Imitadora (Letra/Lyrics),Eterna Vida,2024-07-02,758505.0
,,24,2024-07-10,,,"Tornillo, Santa Fe Klan - R8 (Video Oficial)",TornillO Oficial,2024-07-07,300984.0
,,25,2024-07-10,,,Flore$ - Régulo Caro x Tino Acosta [Lyric Video],Regulo Caro,2024-07-05,259611.0
,,26,2024-07-10,,,"Tiago PZK, Manuel Turizo - De Vuelta (Video Oficial)",Tiago PZK,2024-07-05,1176905.0
,,27,2024-07-10,,,"Tiago PZK, Duki - RCP (Visualizer)",Tiago PZK,2024-07-05,914371.0
,,28,2024-07-10,,,LISA - ROCKSTAR Dance Practice Video,LLOUD Official,2024-07-09,4396825.0
,,29,2024-07-10,,,Oswaldo NR - La Chilena BELICA (Video Oficial),STREET MOB,2024-07-06,281079.0
,,30,2024-07-10,,,Ismael CM x Adrian L Santos x Calle 24 - MIRAA [Official Video],Rancho Humilde,2024-06-21,3542172.0
,,1,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,2,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,3,2024-07-10,,,Pendejerete - Leslie Shaw  @Armonia10.Oficial   (Video Oficial),Leslie Shaw,2024-06-29,770190.0
,,4,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775298.0
,,5,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,6,2024-07-10,,,Corazón Serrano - Empecemos De Cero (Video Oficial),Corazón Serrano,2024-07-06,224900.0
,,7,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,8,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,9,2024-07-10,,,Romeo Santos - Imitadora (Letra/Lyrics),Eterna Vida,2024-07-02,758505.0
,,10,2024-07-10,,,"Tiago PZK, Manuel Turizo - De Vuelta (Video Oficial)",Tiago PZK,2024-07-05,1176905.0
,,11,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,12,2024-07-10,,,"Tiago PZK, Duki - RCP (Visualizer)",Tiago PZK,2024-07-05,914371.0
,,13,2024-07-10,,,Tiago PZK - Adicción (Visualizer),Tiago PZK,2024-07-05,535602.0
,,14,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,15,2024-07-10,,,♫ Agrupación Russkaya - Tu Ausencia 💙 (Video Clip 2024) Cumbia Sureña - Oficial,Agrupación Russkaya,2024-07-05,103451.0
,,16,2024-07-10,,,Trueno - REAL GANGSTA LOVE (Letra/Lyrics),RegionalOnly,2024-07-01,582851.0
,,17,2024-07-10,,,"Alex Ponce, Lasso, Sebastian Llosa - Ve y Diles V2 (Remix) [Video Oficial]",Alex Ponce,2024-06-28,1073581.0
,,18,2024-07-10,,,지민 (Jimin) 'Smeraldo Garden Marching Band (feat. Loco)' Official Track Video,HYBE LABELS,2024-06-28,14808143.0
,,19,2024-07-10,,,BABYMONSTER - ‘FOREVER’ M/V,BABYMONSTER,2024-06-30,53449990.0
,,20,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,21,2024-07-10,,,Kapo – Ohnana [Letra],Latin Union,2024-07-04,454709.0
,,22,2024-07-10,,,💔 Julieta Venegas - Me Voy (Letra),Stay Retro,2024-06-26,892797.0
,,23,2024-07-10,,,LISA - ROCKSTAR Dance Practice Video,LLOUD Official,2024-07-09,4396825.0
,,24,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido Remix - Dj Francisco Freites,Dj Francisco Freites,2024-06-24,455416.0
,,25,2024-07-10,,,💔 Camila - Mientes (Letra),Stay Retro,2024-06-30,215957.0
,,26,2024-07-10,,,Greeicy - A Veces A Besos (Official Video),GreeicyVEVO,2024-06-21,6972018.0
,,27,2024-07-10,,,TWICE「DIVE」Music Video,TWICE JAPAN OFFICIAL YouTube Channel,2024-07-09,2069447.0
,,28,2024-07-10,,,TitoTrack #01 || Snoop Dogg x Jeanette  - Pq' Te Vas / Drop It Like It's Hot (Music Video),Tito Silva Music,2024-06-24,6042302.0
,,29,2024-07-10,,,MI VIDA ERA TRISTE - GRUPO AMOR Y PASION (Primicia Julio 2024) Video Clip Oficial 4K,GRUPO AMOR Y PASION,2024-07-06,47414.0
,,30,2024-07-10,,,"Rvssian, Rauw Alejandro, Ayra Starr - Santa (Letra/Lyrics)",Rock Vivo,2024-06-24,394167.0
,,1,2024-07-10,,,@ClarentKP - La de Bassy,Clarent,2024-07-04,386753.0
,,2,2024-07-10,,,"SLAYTER, HADES66, BRYANT MYERS - 9x19 remix 🥷 (Official Video)",SLAYTER,2024-07-09,467223.0
,,3,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,4,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,5,2024-07-10,,,Luar La L - Perdida (Official Video),Luar La L ,2024-06-28,2589644.0
,,6,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,7,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775531.0
,,8,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,9,2024-07-10,,,"Brytiago, Jay Wheleer & iZaak - AURA [Video Oficial]",BrytiagoTV,2024-06-28,3187381.0
,,10,2024-07-10,,,KEY-KEY FT OZUNA - TENGO UN PLAN REMIX (VÍDEO OFICIAL),keykey oficial,2024-06-13,11595233.0
,,11,2024-07-10,,,CDobleta - Brillar (Official Video),CDOBLETA,2024-06-28,552050.0
,,12,2024-07-10,,,TIVI GUNZ x OZUNA x OMAR COURTZ - TU VA DOBLA (REMIX) (VIDEO OFICIAL),Tivi Gunz,2024-07-10,110969.0
,,13,2024-07-10,,,SLAYTER x YOVNGCHIMI - inmortal 🪦 (Official Video),SLAYTER,2024-06-21,1144080.0
,,14,2024-07-10,,,OHNANA - Kapo (Video Oficial),Kapo,2024-06-07,10569329.0
,,15,2024-07-10,,,"⁠@Ankhal ,​⁠@PRESSURE9x19 - Los Pulgares 👍🏽 (OFFICIAL VIDEO) Kiss Of Judas 🏴‍☠️x 👹",Ankhal,2024-06-24,493713.0
,,16,2024-07-10,,,Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video),Lyrical Lemonade,2024-07-08,5038187.0
,,17,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,18,2024-07-10,,,Dei V - PPV ft. De La Ghetto (Official Visualizer),Dei V,2024-06-14,1167837.0
,,19,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,20,2024-07-10,,,"Residente, Jessie Reyez - El Encuentro (LIVE Session)",ResidenteVEVO,2024-07-04,574389.0
,,21,2024-07-10,,,JC REYES x YOVNGCHIMI x SLAYTER - 2xLL,LOS GREEN LANTERS,2024-07-04,1057133.0
,,22,2024-07-10,,,Ivy Queen - De Luto  (Video Oficial),Ivy Queen,2024-07-04,212436.0
,,23,2024-07-10,,,Stray Kids ＜ATE＞ Mashup Video,JYP Entertainment,2024-07-10,585953.0
,,24,2024-07-10,,,"iZaak, Anuel AA - XQCP (Official Video)",iZaak,2024-06-07,6218625.0
,,25,2024-07-10,,,LISA - ROCKSTAR Dance Practice Video,LLOUD Official,2024-07-09,4396825.0
,,26,2024-07-10,,,Lupillo Rivera Ft Jose Reyes - FONDO FONDO,Jose Reyes,2024-07-03,554526.0
,,27,2024-07-10,,,"FARIANA, Oro Solido - El Caballito",FARIANA ,2024-06-07,15877831.0
,,28,2024-07-10,,,"Noriel, Baby Rasta - Otros Tiempos (Intro - Visualizer)",NorielVEVO,2024-06-28,414511.0
,,29,2024-07-10,,,Zhamira Zambrano - Bienvenida (Official Video),Zhamira Zambrano,2024-06-13,6420901.0
,,30,2024-07-10,,,Dei V - VNKLF (Official Video),Dei V,2024-06-21,768188.0
,,1,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,2,2024-07-10,,,Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video),Lyrical Lemonade,2024-07-08,5038187.0
,,3,2024-07-10,,,Tauba Tauba | Bad Newz | Vicky Kaushal | Triptii Dimri | Karan Aujla | In cinemas 19th July,Saregama Music,2024-07-02,37925861.0
,,4,2024-07-10,,,Dani Mocanu - Hai sa ne iubim ca nemții 🇩🇪 Official Video,Dani Mocanu © Oficial,2024-07-08,1179065.0
,,5,2024-07-10,,,"BABASHA - Amo, Amo | Official Video",B A B A S H A,2024-07-03,5280887.0
,,6,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,7,2024-07-10,,,"Quavo, Lana Del Rey - Tough (Official Video)",QuavoVEVO,2024-07-03,5571354.0
,,8,2024-07-10,,,Teddy Swims - Lose Control (Lyrics),Creative Chaos,2024-07-04,1058279.0
,,9,2024-07-10,,,Bogdan DLP ❌ @AdrianMinune. - Galileo Galilei 👑 Official Video,Bogdan DLP,2024-07-03,2452049.0
,,10,2024-07-10,,,DoRoad - Fulus (Official Music Video),DoRoad 1,2024-07-04,140391.0
,,11,2024-07-10,,,Benson Boone - Beautiful Things (Lyrics),Creative Chaos,2024-07-03,981357.0
,,12,2024-07-10,,,DON XHONI - M'FAL,DON XHONI,2024-07-02,4223599.0
,,13,2024-07-10,,,Tommy Richman - MILLION DOLLAR BABY (Official Music Video),Tommy Richman,2024-07-05,1914245.0
,,14,2024-07-10,,,King Paluta - MAKOMA ( Visualizer ),King Paluta,2024-07-06,374540.0
,,15,2024-07-10,,,Dezzie x Izzpot x K1 Never Forget Loyalty - Say Narda [Music Video] | GRM Daily,GRM Daily,2024-07-04,99146.0
,,16,2024-07-10,,,B.U.G. Mafia - Au! (feat. @MOZAKALIZA) (Prod. Tata Vlad) (Videoclip),B.U.G. Mafia,2024-07-03,1534829.0
,,17,2024-07-10,,,Headie One - Karma (official video),Headie One,2024-07-04,209241.0
,,18,2024-07-10,,,Noizy x Era Istrefi - Take a Look,thisisnoizy,2024-07-02,1851380.0
,,19,2024-07-10,,,Yungeen Ace - Game Over (Official Music Video),Yungeen Ace,2024-06-28,7773939.0
,,20,2024-07-10,,,"Stefflon Don - Dilemma ft Sidhu Moose Wala, GuiltyBeatz & Steel Banglez (Official Music Video)",Stefflon Don,2024-06-24,9443720.0
,,21,2024-07-10,,,mgk - I Think I’m OKAY (with YUNGBLUD) (Sad Version) [Official Music Video],mgk,2024-07-05,994932.0
,,22,2024-07-10,,,60 Pound (Official Video) Gulab Sidhu | Gurlez Akhtar | Jang Dhillon | Iris Music | New Punjabi Song,Leaf Records,2024-07-04,4362358.0
,,23,2024-07-10,,,Marky B x YA x Connor John - All I Ever Wanted [Music Video],Marky B,2024-07-05,61440.0
,,24,2024-07-10,,,GeeYou - 2Phones (Official Music Video ),GeeYou,2024-07-04,129422.0
,,25,2024-07-10,,,(여자)아이들((G)I-DLE) - '클락션 (Klaxon)' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),2024-07-08,11132196.0
,,26,2024-07-10,,,"M.G.L. x Erika Isac - ""Voila"" ( Official Music Video )",M.G.L. Official,2024-07-06,774848.0
,,27,2024-07-10,,,BossMan Dlow - PJ Ft. Lil Baby (Official Video),BossMan Dlow,2024-07-09,746592.0
,,28,2024-07-10,,,Shubh - Be Mine (Official Audio),SHUBH,2024-07-05,2615626.0
,,29,2024-07-10,,,Someone You Loved,Lewis Capaldi - Topic,2024-06-27,1275777.0
,,30,2024-07-10,,,IDK HOW (MUSIC VIDEO) KARAN AUJLA  | FOUR ME EP  | LATEST PUNJABI SONGS 2024,Rehaan Records,2024-06-27,19126965.0
,,1,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,2,2024-07-10,,,La Nueva Escuela - Tan Nervioso (Video Oficial),Montevideo Music Group,2024-06-28,317707.0
,,3,2024-07-10,,,"Fer Vazquez, Chili Fernandez, Candu Domínguez, Zhae - Prometí (Video Oficial)",Fer Vazquez ,2024-06-26,1232448.0
,,4,2024-07-10,,,"Tiago PZK, Manuel Turizo - De Vuelta (Video Oficial)",Tiago PZK,2024-07-05,1176905.0
,,5,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,6,2024-07-10,,,"La China, L-Gante, Jairo Vera - Llora Como Un Arrepentido [feat. Gino Mella] (Video Oficial)",La China,2024-07-03,902411.0
,,7,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,8,2024-07-10,,,"Tiago PZK, Duki - RCP (Visualizer)",Tiago PZK,2024-07-05,914371.0
,,9,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775531.0
,,10,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,11,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,12,2024-07-10,,,La Bocha 12 x Los Pikantes - Hoy (Video Oficial),La Bocha 12,2024-06-20,342918.0
,,13,2024-07-10,,,Emilia - La_Playlist.mpeg (Official Video),EmiliaMusicVEVO,2024-06-20,5779611.0
,,14,2024-07-10,,,"La Deskarga, Luana - Si tu Sabes (Video Oficial)",Montevideo Music Group,2024-06-21,426222.0
,,15,2024-07-10,,,"MESITA, DUKI - CEO (Video Oficial)",Mesita,2024-06-18,3893667.0
,,16,2024-07-10,,,Marka Akme ft La Nueva Escuela - No Confía,Marka Akme,2024-06-21,309512.0
,,17,2024-07-10,,,Te Gusto Este Bambini,1.7mrto - Topic,2024-06-24,558472.0
,,18,2024-07-10,,,Te Amo  -  Fede Rojas & Martin Piña,Fede Rojas,2024-07-05,19518.0
,,19,2024-07-10,,,Tiago PZK - Adicción (Visualizer),Tiago PZK,2024-07-05,535602.0
,,20,2024-07-10,,,YSY A FT. DE LA GHETTO - LA JOYA DE ESTA ERA (PROD. KOKI LS),YSY A,2024-06-26,1521589.0
,,21,2024-07-10,,,Canciones Despechadas,Vanesa Britos - Topic,2024-06-27,21150.0
,,22,2024-07-10,,,Trueno - REAL GANGSTA LOVE (Letra),magnificent,2024-06-18,4604797.0
,,23,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,24,2024-07-10,,,"SLAYTER, HADES66, BRYANT MYERS - 9x19 remix 🥷 (Official Video)",SLAYTER,2024-07-09,467223.0
,,25,2024-07-10,,,Cris MJ - No Ponga Excusas (Video Oficial),Cris MJ,2024-06-21,8361447.0
,,26,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,27,2024-07-10,,,JOTAPE - Mi Selección 🇺🇾,JOTAPE,2024-06-20,172170.0
,,28,2024-07-10,,,"Ke Personajes , Ulises Bueno | Intento (En Vivo)",Ke Personajes,2024-06-13,5755518.0
,,29,2024-07-10,,,"Ryan Castro, SOG, Selección Colombia - EL RITMO QUE NOS UNE (Video Oficial)",Ryan Castro,2024-06-08,19137786.0
,,30,2024-07-10,,,"La Joaqui, Ovy On The Drums - TURRA & BANDIDA (Video)",Ovy On The Drums,2024-06-21,2260506.0
,,1,2024-07-10,,,Gigi Méndez - Somos Vinotinto (Video Oficial),Gigi Méndez,2024-06-29,2468468.0
,,2,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775531.0
,,3,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,4,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,5,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,6,2024-07-10,,,Guayabo Tech,Manuel Santos - Topic,2024-06-22,246645.0
,,7,2024-07-10,,,"El Alfa ""El Jefe"" x Nfasis - ESTE (Video Oficial)",ElAlfaElJefeTV,2024-07-04,4362865.0
,,8,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,9,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,10,2024-07-10,,,Kapo – Ohnana [Letra],Latin Union,2024-07-04,454709.0
,,11,2024-07-10,,,"SLAYTER, HADES66, BRYANT MYERS - 9x19 remix 🥷 (Official Video)",SLAYTER,2024-07-09,467223.0
,,12,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,13,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,14,2024-07-10,,,Miguel Bueno - Fan De Tus Ojos | Video Oficial,Miguel Bueno,2024-07-05,1384110.0
,,15,2024-07-10,,,Greeicy - A Veces A Besos (Official Video),GreeicyVEVO,2024-06-21,6972018.0
,,16,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido Remix - Dj Francisco Freites,Dj Francisco Freites,2024-06-24,455416.0
,,17,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,18,2024-07-10,,,Romeo Santos - Imitadora (Letra/Lyrics),Eterna Vida,2024-07-02,758505.0
,,19,2024-07-10,,,Junior Caldera - Roba Mario´ 🧑‍🌾🧑‍🌾😈😈 | (Video Oficial),Junior Caldera,2024-06-26,950762.0
,,20,2024-07-10,,,Hay Lupita,Lomiiel - Topic,2024-06-27,1345176.0
,,21,2024-07-10,,,"Alex Ponce, Lasso, Sebastian Llosa - Ve y Diles V2 (Remix) [Video Oficial]",Alex Ponce,2024-06-28,1073581.0
,,22,2024-07-10,,,INSANOS 🌹 Angi Fire ft Piky (VIDEO OFICIAL❤️),Dejavu FF,2024-06-29,1145261.0
,,23,2024-07-10,,,LISA - ROCKSTAR Dance Practice Video,LLOUD Official,2024-07-09,4396825.0
,,24,2024-07-10,,,Servando & Florentino - Lunares (Video Oficial),Servando y Florentino,2024-06-28,622153.0
,,25,2024-07-10,,,TWICE「DIVE」Music Video,TWICE JAPAN OFFICIAL YouTube Channel,2024-07-09,2069447.0
,,26,2024-07-10,,,@ClarentKP - La de Bassy,Clarent,2024-07-04,386753.0
,,27,2024-07-10,,,지민 (Jimin) 'Smeraldo Garden Marching Band (feat. Loco)' Official Track Video,HYBE LABELS,2024-06-28,14808143.0
,,28,2024-07-10,,,Luar La L - Perdida (Official Video),Luar La L ,2024-06-28,2589644.0
,,29,2024-07-10,,,Trueno - REAL GANGSTA LOVE (Letra),magnificent,2024-06-18,4604797.0
,,30,2024-07-10,,,[BANGTAN BOMB] Jung Kook Unwinds in Qatar - BTS (방탄소년단),BANGTANTV,2024-07-09,1675544.0
